时间(s),输入值(V),X_filt,Y_filt,幅值(V),相位(deg),还原信号(V),参考余弦,参考正弦
0.0306,1.4564,-0.0181,0.3018,0.6046,93.44,-0.0786,-0.9757,-0.2191
0.0307,1.4164,-0.0195,0.3014,0.6041,93.70,-0.0946,-0.9685,-0.2489
0.0308,1.3767,-0.0208,0.3010,0.6035,93.96,-0.1106,-0.9604,-0.2785
0.0309,1.3373,-0.0221,0.3006,0.6028,94.20,-0.1265,-0.9514,-0.3078
0.0310,1.2983,-0.0233,0.3002,0.6021,94.44,-0.1423,-0.9415,-0.3369
0.0311,1.2596,-0.0245,0.2997,0.6014,94.67,-0.1581,-0.9308,-0.3656
0.0312,1.2214,-0.0256,0.2992,0.6006,94.89,-0.1738,-0.9191,-0.3940
0.0313,1.1837,-0.0267,0.2987,0.5998,95.10,-0.1894,-0.9040,-0.4276
0.0314,1.1465,-0.0277,0.2982,0.5990,95.31,-0.2049,-0.8904,-0.4551
0.0315,1.1098,-0.0287,0.2977,0.5981,95.50,-0.2203,-0.8761,-0.4822
0.0316,1.0737,-0.0296,0.2971,0.5972,95.69,-0.2355,-0.8609,-0.5088
0.0317,1.0382,-0.0305,0.2966,0.5962,95.87,-0.2506,-0.8449,-0.5350
0.0318,1.0034,-0.0313,0.2960,0.5953,96.04,-0.2654,-0.8280,-0.5607
0.0319,0.9693,-0.0321,0.2954,0.5943,96.20,-0.2801,-0.8105,-0.5858
0.0320,0.9359,-0.0328,0.2949,0.5934,96.35,-0.2946,-0.7921,-0.6104
0.0321,0.9032,-0.0335,0.2943,0.5924,96.50,-0.3088,-0.7730,-0.6344
0.0322,0.8713,-0.0342,0.2937,0.5914,96.64,-0.3228,-0.7491,-0.6624
0.0323,0.8403,-0.0348,0.2931,0.5904,96.77,-0.3365,-0.7285,-0.6851
0.0324,0.8101,-0.0354,0.2926,0.5894,96.89,-0.3500,-0.7071,-0.7071
0.0325,0.7808,-0.0359,0.2920,0.5884,97.01,-0.3631,-0.6851,-0.7285
0.0326,0.7523,-0.0364,0.2914,0.5874,97.12,-0.3760,-0.6624,-0.7491
0.0327,0.7249,-0.0369,0.2909,0.5864,97.22,-0.3885,-0.6391,-0.7691
0.0328,0.6983,-0.0373,0.2903,0.5854,97.32,-0.4007,-0.6152,-0.7883
0.0329,0.6728,-0.0377,0.2898,0.5844,97.41,-0.4126,-0.5908,-0.8068
0.0330,0.6483,-0.0380,0.2892,0.5835,97.49,-0.4241,-0.5607,-0.8280
0.0331,0.6248,-0.0384,0.2887,0.5825,97.57,-0.4352,-0.5350,-0.8449
0.0332,0.6024,-0.0387,0.2882,0.5816,97.65,-0.4460,-0.5088,-0.8609
0.0333,0.5810,-0.0390,0.2877,0.5806,97.71,-0.4563,-0.4822,-0.8761
0.0334,0.5608,-0.0392,0.2872,0.5797,97.78,-0.4663,-0.4551,-0.8904
0.0335,0.5417,-0.0395,0.2867,0.5788,97.84,-0.4758,-0.4276,-0.9040
0.0336,0.5237,-0.0397,0.2862,0.5779,97.89,-0.4848,-0.3996,-0.9167
0.0337,0.5069,-0.0399,0.2857,0.5770,97.94,-0.4935,-0.3713,-0.9285
0.0338,0.4913,-0.0400,0.2853,0.5762,97.99,-0.5016,-0.3369,-0.9415
0.0339,0.4769,-0.0402,0.2848,0.5753,98.03,-0.5093,-0.3078,-0.9514
0.0340,0.4636,-0.0403,0.2844,0.5745,98.06,-0.5166,-0.2785,-0.9604
0.0341,0.4516,-0.0404,0.2839,0.5736,98.10,-0.5233,-0.2489,-0.9685
0.0342,0.4408,-0.0405,0.2835,0.5728,98.13,-0.5295,-0.2191,-0.9757
0.0343,0.4313,-0.0406,0.2831,0.5720,98.16,-0.5353,-0.1891,-0.9820
0.0344,0.4230,-0.0407,0.2827,0.5712,98.18,-0.5405,-0.1589,-0.9873
0.0345,0.4160,-0.0407,0.2823,0.5704,98.21,-0.5452,-0.1285,-0.9917
0.0346,0.4103,-0.0407,0.2819,0.5696,98.23,-0.5494,-0.0980,-0.9952
0.0347,0.4058,-0.0408,0.2815,0.5688,98.24,-0.5530,-0.0613,-0.9981
0.0348,0.4026,-0.0408,0.2810,0.5680,98.26,-0.5561,-0.0307,-0.9995
0.0349,0.4006,-0.0408,0.2806,0.5672,98.27,-0.5587,0.0000,-1.0000
0.0350,0.4000,-0.0408,0.2802,0.5664,98.28,-0.5607,0.0307,-0.9995
0.0351,0.4006,-0.0407,0.2798,0.5656,98.28,-0.5621,0.0613,-0.9981
0.0352,0.4026,-0.0407,0.2794,0.5648,98.29,-0.5630,0.0919,-0.9958
0.0353,0.4058,-0.0407,0.2790,0.5640,98.29,-0.5633,0.1224,-0.9925
0.0354,0.4103,-0.0406,0.2786,0.5632,98.29,-0.5631,0.1528,-0.9883
0.0355,0.4160,-0.0405,0.2782,0.5623,98.29,-0.5623,0.1891,-0.9820
0.0356,0.4230,-0.0404,0.2778,0.5615,98.28,-0.5609,0.2191,-0.9757
0.0357,0.4313,-0.0403,0.2774,0.5606,98.27,-0.5589,0.2489,-0.9685
0.0358,0.4408,-0.0402,0.2770,0.5598,98.26,-0.5564,0.2785,-0.9604
0.0359,0.4516,-0.0401,0.2765,0.5589,98.24,-0.5533,0.3078,-0.9514
0.0360,0.4636,-0.0399,0.2761,0.5580,98.22,-0.5496,0.3369,-0.9415
0.0361,0.4769,-0.0397,0.2757,0.5570,98.20,-0.5454,0.3656,-0.9308
0.0362,0.4913,-0.0395,0.2752,0.5561,98.17,-0.5406,0.3940,-0.9191
0.0363,0.5069,-0.0393,0.2748,0.5551,98.14,-0.5352,0.4276,-0.9040
0.0364,0.5237,-0.0391,0.2743,0.5541,98.11,-0.5293,0.4551,-0.8904
0.0365,0.5417,-0.0388,0.2738,0.5531,98.07,-0.5228,0.4822,-0.8761
0.0366,0.5608,-0.0385,0.2733,0.5521,98.02,-0.5157,0.5088,-0.8609
0.0367,0.5810,-0.0382,0.2728,0.5510,97.97,-0.5081,0.5350,-0.8449
0.0368,0.6024,-0.0379,0.2723,0.5499,97.92,-0.5000,0.5607,-0.8280
0.0369,0.6248,-0.0375,0.2718,0.5488,97.86,-0.4913,0.5858,-0.8105
0.0370,0.6483,-0.0371,0.2713,0.5477,97.79,-0.4820,0.6104,-0.7921
0.0371,0.6728,-0.0367,0.2708,0.5466,97.72,-0.4723,0.6391,-0.7691
0.0372,0.6983,-0.0362,0.2703,0.5454,97.63,-0.4620,0.6624,-0.7491
0.0373,0.7249,-0.0357,0.2698,0.5442,97.55,-0.4512,0.6851,-0.7285
0.0374,0.7523,-0.0352,0.2692,0.5430,97.45,-0.4400,0.7071,-0.7071
0.0375,0.7808,-0.0346,0.2687,0.5418,97.34,-0.4282,0.7285,-0.6851
0.0376,0.8101,-0.0340,0.2682,0.5406,97.23,-0.4159,0.7491,-0.6624
0.0377,0.8403,-0.0334,0.2676,0.5394,97.11,-0.4032,0.7691,-0.6391
0.0378,0.8713,-0.0327,0.2671,0.5381,96.98,-0.3900,0.7883,-0.6152
0.0379,0.9032,-0.0320,0.2665,0.5369,96.84,-0.3763,0.8068,-0.5908
0.0380,0.9359,-0.0312,0.2660,0.5357,96.69,-0.3622,0.8280,-0.5607
0.0381,0.9693,-0.0304,0.2655,0.5345,96.53,-0.3477,0.8449,-0.5350
0.0382,1.0034,-0.0295,0.2650,0.5333,96.35,-0.3328,0.8609,-0.5088
0.0383,1.0382,-0.0286,0.2645,0.5321,96.17,-0.3175,0.8761,-0.4822
0.0384,1.0737,-0.0276,0.2640,0.5309,95.98,-0.3018,0.8904,-0.4551
0.0385,1.1098,-0.0266,0.2635,0.5297,95.77,-0.2857,0.9040,-0.4276
0.0386,1.1465,-0.0256,0.2631,0.5286,95.55,-0.2692,0.9167,-0.3996
0.0387,1.1837,-0.0245,0.2626,0.5275,95.33,-0.2524,0.9285,-0.3713
0.0388,1.2214,-0.0233,0.2622,0.5265,95.09,-0.2353,0.9415,-0.3369
0.0389,1.2596,-0.0221,0.2618,0.5255,94.83,-0.2179,0.9514,-0.3078
0.0390,1.2983,-0.0209,0.2615,0.5246,94.57,-0.2001,0.9604,-0.2785
0.0391,1.3373,-0.0196,0.2611,0.5237,94.29,-0.1821,0.9685,-0.2489
0.0392,1.3767,-0.0183,0.2608,0.5229,94.00,-0.1639,0.9757,-0.2191
0.0393,1.4164,-0.0169,0.2606,0.5222,93.70,-0.1454,0.9820,-0.1891
0.0394,1.4564,-0.0154,0.2603,0.5216,93.39,-0.1266,0.9873,-0.1589
0.0395,1.4966,-0.0139,0.2601,0.5210,93.07,-0.1077,0.9917,-0.1285
0.0396,1.5371,-0.0124,0.2600,0.5206,92.73,-0.0885,0.9958,-0.0919
0.0397,1.5777,-0.0108,0.2599,0.5203,92.39,-0.0692,0.9981,-0.0613
0.0398,1.6184,-0.0092,0.2599,0.5200,92.03,-0.0497,0.9995,-0.0307
0.0399,1.6592,-0.0076,0.2599,0.5199,91.67,-0.0301,1.0000,0.0000
0.0400,1.7000,-0.0059,0.2599,0.5199,91.29,-0.0104,0.9995,0.0307
0.0401,1.7408,-0.0041,0.2600,0.5201,90.91,0.0094,0.9981,0.0613
0.0402,1.7816,-0.0023,0.2602,0.5204,90.52,0.0293,0.9958,0.0919
0.0403,1.8223,-0.0005,0.2604,0.5208,90.12,0.0493,0.9925,0.1224
0.0404,1.8629,0.0013,0.2607,0.5214,89.71,0.0692,0.9873,0.1589
0.0405,1.9034,0.0032,0.2611,0.5222,89.30,0.0893,0.9820,0.1891
0.0406,1.9436,0.0051,0.2615,0.5231,88.89,0.1093,0.9757,0.2191
0.0407,1.9836,0.0070,0.2620,0.5241,88.47,0.1292,0.9685,0.2489
0.0408,2.0233,0.0089,0.2625,0.5254,88.05,0.1492,0.9604,0.2785
0.0409,2.0627,0.0109,0.2632,0.5268,87.63,0.1691,0.9514,0.3078
0.0410,2.1017,0.0129,0.2639,0.5284,87.21,0.1888,0.9415,0.3369
0.0411,2.1404,0.0149,0.2647,0.5302,86.79,0.2085,0.9308,0.3656
0.0412,2.1786,0.0169,0.2655,0.5321,86.36,0.2281,0.9191,0.3940
0.0413,2.2163,0.0189,0.2665,0.5343,85.95,0.2475,0.9040,0.4276
0.0414,2.2535,0.0209,0.2675,0.5366,85.54,0.2668,0.8904,0.4551
0.0415,2.2902,0.0229,0.2686,0.5391,85.13,0.2859,0.8761,0.4822
0.0416,2.3263,0.0249,0.2698,0.5419,84.73,0.3047,0.8609,0.5088
0.0417,2.3618,0.0269,0.2710,0.5448,84.34,0.3234,0.8449,0.5350
0.0418,2.3966,0.0289,0.2724,0.5478,83.95,0.3418,0.8280,0.5607
0.0419,2.4307,0.0308,0.2738,0.5511,83.57,0.3599,0.8105,0.5858
0.0420,2.4641,0.0328,0.2753,0.5545,83.21,0.3778,0.7921,0.6104
0.0421,2.4968,0.0347,0.2769,0.5582,82.86,0.3953,0.7691,0.6391
0.0422,2.5287,0.0366,0.2786,0.5620,82.51,0.4126,0.7491,0.6624
0.0423,2.5597,0.0385,0.2803,0.5659,82.19,0.4295,0.7285,0.6851
0.0424,2.5899,0.0403,0.2822,0.5701,81.87,0.4460,0.7071,0.7071
0.0425,2.6192,0.0421,0.2841,0.5744,81.57,0.4622,0.6851,0.7285
0.0426,2.6477,0.0438,0.2861,0.5788,81.29,0.4780,0.6624,0.7491
0.0427,2.6751,0.0456,0.2881,0.5834,81.01,0.4933,0.6391,0.7691
0.0428,2.7017,0.0472,0.2903,0.5881,80.76,0.5083,0.6152,0.7883
0.0429,2.7272,0.0488,0.2925,0.5930,80.52,0.5228,0.5858,0.8105
0.0430,2.7517,0.0504,0.2947,0.5980,80.30,0.5368,0.5607,0.8280
0.0431,2.7752,0.0518,0.2971,0.6032,80.10,0.5504,0.5350,0.8449
0.0432,2.7976,0.0533,0.2995,0.6084,79.91,0.5635,0.5088,0.8609
0.0433,2.8190,0.0546,0.3020,0.6137,79.75,0.5760,0.4822,0.8761
0.0434,2.8392,0.0559,0.3045,0.6192,79.59,0.5881,0.4551,0.8904
0.0435,2.8583,0.0571,0.3071,0.6247,79.46,0.5996,0.4276,0.9040
0.0436,2.8763,0.0583,0.3097,0.6303,79.34,0.6105,0.3996,0.9167
0.0437,2.8931,0.0593,0.3124,0.6360,79.24,0.6209,0.3656,0.9308
0.0438,2.9087,0.0603,0.3151,0.6417,79.16,0.6308,0.3369,0.9415
0.0439,2.9231,0.0612,0.3179,0.6475,79.10,0.6400,0.3078,0.9514
0.0440,2.9364,0.0620,0.3207,0.6534,79.05,0.6487,0.2785,0.9604
0.0441,2.9484,0.0628,0.3236,0.6593,79.02,0.6567,0.2489,0.9685
0.0442,2.9592,0.0634,0.3265,0.6652,79.01,0.6641,0.2191,0.9757
0.0443,2.9687,0.0640,0.3294,0.6711,79.01,0.6709,0.1891,0.9820
0.0444,2.9770,0.0645,0.3323,0.6771,79.02,0.6771,0.1589,0.9873
0.0445,2.9840,0.0648,0.3353,0.6830,79.05,0.6826,0.1285,0.9917
0.0446,2.9897,0.0651,0.3383,0.6890,79.10,0.6874,0.0919,0.9958
0.0447,2.9942,0.0653,0.3413,0.6949,79.17,0.6916,0.0613,0.9981
0.0448,2.9974,0.0654,0.3443,0.7008,79.24,0.6951,0.0307,0.9995
0.0449,2.9994,0.0654,0.3473,0.7067,79.33,0.6980,-0.0000,1.0000
0.0450,3.0000,0.0653,0.3503,0.7126,79.44,0.7002,-0.0307,0.9995
0.0451,2.9994,0.0651,0.3533,0.7184,79.56,0.7016,-0.0613,0.9981
0.0452,2.9974,0.0648,0.3562,0.7242,79.68,0.7024,-0.0919,0.9958
0.0453,2.9942,0.0645,0.3592,0.7299,79.82,0.7025,-0.1224,0.9925
0.0454,2.9897,0.0640,0.3622,0.7356,79.98,0.7020,-0.1589,0.9873
0.0455,2.9840,0.0634,0.3651,0.7411,80.14,0.7007,-0.1891,0.9820
0.0456,2.9770,0.0628,0.3680,0.7466,80.32,0.6987,-0.2191,0.9757
0.0457,2.9687,0.0620,0.3709,0.7521,80.50,0.6960,-0.2489,0.9685
0.0458,2.9592,0.0612,0.3737,0.7574,80.70,0.6926,-0.2785,0.9604
0.0459,2.9484,0.0603,0.3765,0.7626,80.90,0.6885,-0.3078,0.9514
0.0460,2.9364,0.0593,0.3793,0.7678,81.11,0.6838,-0.3369,0.9415
0.0461,2.9231,0.0583,0.3820,0.7728,81.33,0.6783,-0.3656,0.9308
0.0462,2.9087,0.0571,0.3847,0.7778,81.56,0.6722,-0.3996,0.9167
0.0463,2.8931,0.0559,0.3873,0.7826,81.79,0.6653,-0.4276,0.9040
0.0464,2.8763,0.0546,0.3899,0.7873,82.03,0.6578,-0.4551,0.8904
0.0465,2.8583,0.0532,0.3924,0.7919,82.28,0.6496,-0.4822,0.8761
0.0466,2.8392,0.0517,0.3948,0.7963,82.54,0.6407,-0.5088,0.8609
0.0467,2.8190,0.0502,0.3972,0.8007,82.79,0.6312,-0.5350,0.8449
0.0468,2.7976,0.0487,0.3995,0.8049,83.06,0.6210,-0.5607,0.8280
0.0469,2.7752,0.0470,0.4017,0.8090,83.32,0.6101,-0.5858,0.8105
0.0470,2.7517,0.0453,0.4039,0.8129,83.60,0.5986,-0.6152,0.7883
0.0471,2.7272,0.0436,0.4060,0.8167,83.87,0.5865,-0.6391,0.7691
0.0472,2.7017,0.0418,0.4080,0.8203,84.15,0.5738,-0.6624,0.7491
0.0473,2.6751,0.0400,0.4100,0.8239,84.43,0.5604,-0.6851,0.7285
0.0474,2.6477,0.0381,0.4119,0.8272,84.72,0.5465,-0.7071,0.7071
0.0475,2.6192,0.0362,0.4137,0.8305,85.00,0.5319,-0.7285,0.6851
0.0476,2.5899,0.0342,0.4154,0.8336,85.29,0.5168,-0.7491,0.6624
0.0477,2.5597,0.0323,0.4170,0.8365,85.57,0.5011,-0.7691,0.6391
0.0478,2.5287,0.0303,0.4186,0.8393,85.86,0.4849,-0.7883,0.6152
0.0479,2.4968,0.0283,0.4200,0.8419,86.15,0.4681,-0.8105,0.5858
0.0480,2.4641,0.0262,0.4214,0.8444,86.44,0.4508,-0.8280,0.5607
0.0481,2.4307,0.0242,0.4227,0.8468,86.73,0.4330,-0.8449,0.5350
0.0482,2.3966,0.0221,0.4239,0.8490,87.02,0.4147,-0.8609,0.5088
0.0483,2.3618,0.0200,0.4251,0.8511,87.30,0.3960,-0.8761,0.4822
0.0484,2.3263,0.0180,0.4261,0.8530,87.59,0.3768,-0.8904,0.4551
0.0485,2.2902,0.0159,0.4271,0.8548,87.87,0.3571,-0.9040,0.4276
0.0486,2.2535,0.0138,0.4280,0.8564,88.15,0.3370,-0.9167,0.3996
0.0487,2.2163,0.0118,0.4288,0.8579,88.43,0.3166,-0.9308,0.3656
0.0488,2.1786,0.0097,0.4295,0.8593,88.70,0.2957,-0.9415,0.3369
0.0489,2.1404,0.0077,0.4302,0.8605,88.98,0.2745,-0.9514,0.3078
0.0490,2.1017,0.0057,0.4308,0.8617,89.25,0.2529,-0.9604,0.2785
0.0491,2.0627,0.0037,0.4313,0.8626,89.51,0.2311,-0.9685,0.2489
0.0492,2.0233,0.0017,0.4317,0.8635,89.78,0.2089,-0.9757,0.2191
0.0493,1.9836,-0.0003,0.4321,0.8642,90.03,0.1864,-0.9820,0.1891
0.0494,1.9436,-0.0022,0.4324,0.8649,90.29,0.1637,-0.9873,0.1589
0.0495,1.9034,-0.0041,0.4327,0.8654,90.54,0.1408,-0.9925,0.1224
0.0496,1.8629,-0.0059,0.4328,0.8657,90.78,0.1176,-0.9958,0.0919
0.0497,1.8223,-0.0077,0.4329,0.8660,91.02,0.0942,-0.9981,0.0613
0.0498,1.7816,-0.0095,0.4330,0.8662,91.26,0.0707,-0.9995,0.0307
0.0499,1.7408,-0.0113,0.4330,0.8663,91.49,0.0470,-1.0000,-0.0000
0.0500,1.7000,-0.0130,0.4329,0.8663,91.72,0.0232,-0.9995,-0.0307
0.0501,1.6592,-0.0146,0.4328,0.8662,91.93,-0.0007,-0.9981,-0.0613
0.0502,1.6184,-0.0162,0.4327,0.8660,92.15,-0.0247,-0.9958,-0.0919
0.0503,1.5777,-0.0178,0.4325,0.8657,92.36,-0.0487,-0.9925,-0.1224
0.0504,1.5371,-0.0193,0.4323,0.8654,92.56,-0.0728,-0.9873,-0.1589
0.0505,1.4966,-0.0208,0.4320,0.8650,92.75,-0.0968,-0.9820,-0.1891
0.0506,1.4564,-0.0222,0.4317,0.8645,92.94,-0.1209,-0.9757,-0.2191
0.0507,1.4164,-0.0236,0.4313,0.8639,93.13,-0.1449,-0.9685,-0.2489
0.0508,1.3767,-0.0249,0.4309,0.8633,93.31,-0.1688,-0.9604,-0.2785
0.0509,1.3373,-0.0262,0.4305,0.8626,93.48,-0.1926,-0.9514,-0.3078
0.0510,1.2983,-0.0274,0.4301,0.8619,93.64,-0.2164,-0.9415,-0.3369
0.0511,1.2596,-0.0286,0.4296,0.8611,93.80,-0.2400,-0.9308,-0.3656
0.0512,1.2214,-0.0297,0.4291,0.8603,93.96,-0.2634,-0.9167,-0.3996
0.0513,1.1837,-0.0308,0.4286,0.8594,94.10,-0.2866,-0.9040,-0.4276
0.0514,1.1465,-0.0318,0.4281,0.8585,94.25,-0.3096,-0.8904,-0.4551
0.0515,1.1098,-0.0328,0.4276,0.8576,94.38,-0.3324,-0.8761,-0.4822
0.0516,1.0737,-0.0337,0.4270,0.8567,94.51,-0.3549,-0.8609,-0.5088
0.0517,1.0382,-0.0346,0.4265,0.8557,94.63,-0.3772,-0.8449,-0.5350
0.0518,1.0034,-0.0354,0.4259,0.8547,94.75,-0.3991,-0.8280,-0.5607
0.0519,0.9693,-0.0362,0.4253,0.8537,94.86,-0.4207,-0.8105,-0.5858
0.0520,0.9359,-0.0369,0.4248,0.8527,94.97,-0.4420,-0.7883,-0.6152
0.0521,0.9032,-0.0376,0.4242,0.8517,95.07,-0.4629,-0.7691,-0.6391
0.0522,0.8713,-0.0383,0.4236,0.8506,95.16,-0.4834,-0.7491,-0.6624
0.0523,0.8403,-0.0389,0.4230,0.8496,95.25,-0.5034,-0.7285,-0.6851
0.0524,0.8101,-0.0394,0.4225,0.8486,95.33,-0.5231,-0.7071,-0.7071
0.0525,0.7808,-0.0400,0.4219,0.8475,95.41,-0.5423,-0.6851,-0.7285
0.0526,0.7523,-0.0405,0.4213,0.8465,95.49,-0.5609,-0.6624,-0.7491
0.0527,0.7249,-0.0409,0.4208,0.8455,95.56,-0.5791,-0.6391,-0.7691
0.0528,0.6983,-0.0414,0.4202,0.8445,95.62,-0.5968,-0.6104,-0.7921
0.0529,0.6728,-0.0418,0.4197,0.8435,95.68,-0.6139,-0.5858,-0.8105
0.0530,0.6483,-0.0421,0.4191,0.8425,95.74,-0.6305,-0.5607,-0.8280
0.0531,0.6248,-0.0425,0.4186,0.8415,95.79,-0.6465,-0.5350,-0.8449
0.0532,0.6024,-0.0428,0.4181,0.8405,95.84,-0.6619,-0.5088,-0.8609
0.0533,0.5810,-0.0430,0.4176,0.8396,95.88,-0.6767,-0.4822,-0.8761
0.0534,0.5608,-0.0433,0.4171,0.8386,95.93,-0.6908,-0.4551,-0.8904
0.0535,0.5417,-0.0435,0.4166,0.8377,95.96,-0.7044,-0.4276,-0.9040
0.0536,0.5237,-0.0437,0.4161,0.8368,96.00,-0.7172,-0.3996,-0.9167
0.0537,0.5069,-0.0439,0.4156,0.8359,96.03,-0.7294,-0.3656,-0.9308
0.0538,0.4913,-0.0441,0.4152,0.8350,96.06,-0.7409,-0.3369,-0.9415
0.0539,0.4769,-0.0442,0.4147,0.8341,96.09,-0.7517,-0.3078,-0.9514
0.0540,0.4636,-0.0444,0.4143,0.8333,96.11,-0.7617,-0.2785,-0.9604
0.0541,0.4516,-0.0445,0.4138,0.8324,96.13,-0.7711,-0.2489,-0.9685
0.0542,0.4408,-0.0446,0.4134,0.8316,96.15,-0.7796,-0.2191,-0.9757
0.0543,0.4313,-0.0447,0.4130,0.8308,96.17,-0.7875,-0.1891,-0.9820
0.0544,0.4230,-0.0447,0.4126,0.8300,96.19,-0.7946,-0.1589,-0.9873
0.0545,0.4160,-0.0448,0.4121,0.8291,96.20,-0.8009,-0.1224,-0.9925
0.0546,0.4103,-0.0448,0.4117,0.8283,96.21,-0.8064,-0.0919,-0.9958
0.0547,0.4058,-0.0448,0.4113,0.8275,96.22,-0.8111,-0.0613,-0.9981
0.0548,0.4026,-0.0448,0.4109,0.8267,96.23,-0.8151,-0.0307,-0.9995
0.0549,0.4006,-0.0448,0.4105,0.8259,96.23,-0.8182,0.0000,-1.0000
0.0550,0.4000,-0.0448,0.4101,0.8251,96.24,-0.8206,0.0307,-0.9995
0.0551,0.4006,-0.0448,0.4097,0.8243,96.24,-0.8221,0.0613,-0.9981
0.0552,0.4026,-0.0448,0.4093,0.8235,96.24,-0.8228,0.0919,-0.9958
0.0553,0.4058,-0.0447,0.4089,0.8227,96.24,-0.8227,0.1285,-0.9917
0.0554,0.4103,-0.0447,0.4085,0.8219,96.24,-0.8217,0.1589,-0.9873
0.0555,0.4160,-0.0446,0.4081,0.8211,96.23,-0.8200,0.1891,-0.9820
0.0556,0.4230,-0.0445,0.4077,0.8202,96.23,-0.8174,0.2191,-0.9757
0.0557,0.4313,-0.0444,0.4073,0.8194,96.22,-0.8140,0.2489,-0.9685
0.0558,0.4408,-0.0443,0.4069,0.8185,96.21,-0.8098,0.2785,-0.9604
0.0559,0.4516,-0.0441,0.4064,0.8176,96.19,-0.8047,0.3078,-0.9514
0.0560,0.4636,-0.0440,0.4060,0.8167,96.18,-0.7988,0.3369,-0.9415
0.0561,0.4769,-0.0438,0.4056,0.8158,96.16,-0.7921,0.3713,-0.9285
0.0562,0.4913,-0.0436,0.4051,0.8149,96.14,-0.7846,0.3996,-0.9167
0.0563,0.5069,-0.0434,0.4046,0.8139,96.12,-0.7763,0.4276,-0.9040
0.0564,0.5237,-0.0431,0.4042,0.8129,96.09,-0.7672,0.4551,-0.8904
0.0565,0.5417,-0.0429,0.4037,0.8119,96.06,-0.7573,0.4822,-0.8761
0.0566,0.5608,-0.0426,0.4032,0.8109,96.03,-0.7466,0.5088,-0.8609
0.0567,0.5810,-0.0423,0.4027,0.8099,95.99,-0.7351,0.5350,-0.8449
0.0568,0.6024,-0.0419,0.4022,0.8088,95.95,-0.7229,0.5607,-0.8280
0.0569,0.6248,-0.0416,0.4017,0.8077,95.91,-0.7099,0.5858,-0.8105
0.0570,0.6483,-0.0412,0.4012,0.8066,95.86,-0.6961,0.6152,-0.7883
0.0571,0.6728,-0.0407,0.4007,0.8055,95.81,-0.6816,0.6391,-0.7691
0.0572,0.6983,-0.0403,0.4002,0.8044,95.75,-0.6664,0.6624,-0.7491
0.0573,0.7249,-0.0398,0.3996,0.8032,95.68,-0.6505,0.6851,-0.7285
0.0574,0.7523,-0.0392,0.3991,0.8021,95.62,-0.6338,0.7071,-0.7071
0.0575,0.7808,-0.0387,0.3986,0.8009,95.54,-0.6165,0.7285,-0.6851
0.0576,0.8101,-0.0381,0.3980,0.7997,95.46,-0.5985,0.7491,-0.6624
0.0577,0.8403,-0.0374,0.3975,0.7985,95.38,-0.5799,0.7691,-0.6391
0.0578,0.8713,-0.0367,0.3970,0.7973,95.29,-0.5606,0.7921,-0.6104
0.0579,0.9032,-0.0360,0.3964,0.7961,95.19,-0.5407,0.8105,-0.5858
0.0580,0.9359,-0.0352,0.3959,0.7950,95.08,-0.5202,0.8280,-0.5607
0.0581,0.9693,-0.0344,0.3954,0.7938,94.97,-0.4992,0.8449,-0.5350
0.0582,1.0034,-0.0335,0.3949,0.7926,94.86,-0.4775,0.8609,-0.5088
0.0583,1.0382,-0.0326,0.3944,0.7915,94.73,-0.4553,0.8761,-0.4822
0.0584,1.0737,-0.0317,0.3939,0.7903,94.60,-0.4326,0.8904,-0.4551
0.0585,1.1098,-0.0307,0.3934,0.7892,94.46,-0.4094,0.9040,-0.4276
0.0586,1.1465,-0.0296,0.3930,0.7882,94.31,-0.3857,0.9191,-0.3940
0.0587,1.1837,-0.0285,0.3925,0.7871,94.16,-0.3616,0.9308,-0.3656
0.0588,1.2214,-0.0274,0.3921,0.7862,93.99,-0.3370,0.9415,-0.3369
0.0589,1.2596,-0.0262,0.3917,0.7852,93.82,-0.3120,0.9514,-0.3078
0.0590,1.2983,-0.0249,0.3914,0.7843,93.64,-0.2866,0.9604,-0.2785
0.0591,1.3373,-0.0236,0.3910,0.7835,93.46,-0.2608,0.9685,-0.2489
0.0592,1.3767,-0.0223,0.3907,0.7828,93.26,-0.2347,0.9757,-0.2191
0.0593,1.4164,-0.0209,0.3905,0.7821,93.06,-0.2083,0.9820,-0.1891
0.0594,1.4564,-0.0195,0.3903,0.7815,92.85,-0.1816,0.9883,-0.1528
0.0595,1.4966,-0.0180,0.3901,0.7810,92.64,-0.1547,0.9925,-0.1224
0.0596,1.5371,-0.0164,0.3899,0.7805,92.41,-0.1275,0.9958,-0.0919
0.0597,1.5777,-0.0149,0.3898,0.7802,92.18,-0.1001,0.9981,-0.0613
0.0598,1.6184,-0.0133,0.3898,0.7800,91.95,-0.0725,0.9995,-0.0307
0.0599,1.6592,-0.0116,0.3898,0.7799,91.70,-0.0447,1.0000,0.0000
0.0600,1.7000,-0.0099,0.3898,0.7799,91.45,-0.0168,0.9995,0.0307
0.0601,1.7408,-0.0082,0.3899,0.7801,91.20,0.0111,0.9981,0.0613
0.0602,1.7816,-0.0064,0.3901,0.7803,90.94,0.0392,0.9958,0.0919
0.0603,1.8223,-0.0046,0.3903,0.7807,90.67,0.0673,0.9917,0.1285
0.0604,1.8629,-0.0027,0.3906,0.7813,90.40,0.0954,0.9873,0.1589
0.0605,1.9034,-0.0009,0.3910,0.7820,90.13,0.1236,0.9820,0.1891
